id,Size,Hit/Miss,Time(ms),,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
8857,1982,Hit,0.31712,,
8858,40171,Hit,6.42736,,
8865,359,Hit,0.05744,,
8864,16150,Hit,2.584,,
8866,1759,Hit,0.28144,,
279,3391,Hit,0.54256,,
478,40773,Hit,6.52368,,
8867,5320,Hit,0.8512,,
8868,76162,Hit,12.1859,,
3600,16399,Hit,2.62384,,
8926,87,Hit,0.01392,,
8960,2097,Hit,0.33552,,
274,4948,Hit,0.79168,,
477,3770,Hit,0.6032,,
479,68,Hit,0.01088,,
480,7454,Hit,1.19264,,
271,15542,Hit,2.48672,,
275,1103,Hit,0.17648,,
272,1447,Hit,0.23152,,
281,1503,Hit,0.24048,,
280,1473,Hit,0.23568,,
283,1524,Hit,0.24384,,
282,908,Hit,0.14528,,
278,1490,Hit,0.2384,,
273,3524,Hit,0.56384,,
277,1138,Hit,0.18208,,
276,897,Hit,0.14352,,
284,83179,Hit,13.3086,,
134,3770,Hit,0.6032,,
2,40773,Hit,6.52368,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
8858,40171,Hit,6.42736,,
8857,1982,Hit,0.31712,,
8866,1759,Hit,0.28144,,
8864,16150,Hit,2.584,,
8867,5320,Hit,0.8512,,
478,40773,Hit,6.52368,,
8868,76162,Hit,12.1859,,
134,3770,Hit,0.6032,,
2,40773,Hit,6.52368,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
8857,1982,Hit,0.31712,,
8858,40171,Hit,6.42736,,
8866,1759,Hit,0.28144,,
478,40773,Hit,6.52368,,
8864,16150,Hit,2.584,,
8867,5320,Hit,0.8512,,
8868,76162,Hit,12.1859,,
477,3770,Hit,0.6032,,
479,68,Hit,0.01088,,
480,7454,Hit,1.19264,,
271,15542,Hit,2.48672,,
274,4948,Hit,0.79168,,
275,1103,Hit,0.17648,,
272,1447,Hit,0.23152,,
276,897,Hit,0.14352,,
278,1490,Hit,0.2384,,
273,3524,Hit,0.56384,,
277,1138,Hit,0.18208,,
279,3391,Hit,0.54256,,
280,1473,Hit,0.23568,,
282,908,Hit,0.14528,,
283,1524,Hit,0.24384,,
281,1503,Hit,0.24048,,
284,83179,Hit,13.3086,,
134,3770,Hit,0.6032,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
0,68,Hit,0.01088,,
8858,40171,Hit,6.42736,,
8857,1982,Hit,0.31712,,
271,15542,Hit,2.48672,,
8866,1759,Hit,0.28144,,
478,40773,Hit,6.52368,,
8864,16150,Hit,2.584,,
8867,5320,Hit,0.8512,,
8868,76162,Hit,12.1859,,
271,15542,Hit,2.48672,,
274,4948,Hit,0.79168,,
273,3524,Hit,0.56384,,
272,1447,Hit,0.23152,,
275,1103,Hit,0.17648,,
276,897,Hit,0.14352,,
277,1138,Hit,0.18208,,
278,1490,Hit,0.2384,,
281,1503,Hit,0.24048,,
283,1524,Hit,0.24384,,
280,1473,Hit,0.23568,,
282,908,Hit,0.14528,,
279,3391,Hit,0.54256,,
284,83179,Hit,13.3086,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
8858,40171,Hit,6.42736,,
8857,1982,Hit,0.31712,,
8866,1759,Hit,0.28144,,
8864,16150,Hit,2.584,,
478,40773,Hit,6.52368,,
8867,5320,Hit,0.8512,,
8868,76162,Hit,12.1859,,
271,15542,Hit,2.48672,,
273,3524,Hit,0.56384,,
272,1447,Hit,0.23152,,
274,4948,Hit,0.79168,,
275,1103,Hit,0.17648,,
276,897,Hit,0.14352,,
278,1490,Hit,0.2384,,
277,1138,Hit,0.18208,,
281,1503,Hit,0.24048,,
283,1524,Hit,0.24384,,
282,908,Hit,0.14528,,
279,3391,Hit,0.54256,,
280,1473,Hit,0.23568,,
284,83179,Hit,13.3086,,
8865,359,Hit,0.05744,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
1,7454,Hit,1.19264,,
8858,40171,Hit,6.42736,,
8857,1982,Hit,0.31712,,
8866,1759,Hit,0.28144,,
478,40773,Hit,6.52368,,
8864,16150,Hit,2.584,,
8867,5320,Hit,0.8512,,
8868,76162,Hit,12.1859,,
8865,359,Hit,0.05744,,
134,3770,Hit,0.6032,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
0,68,Hit,0.01088,,
8858,40171,Hit,6.42736,,
8857,1982,Hit,0.31712,,
8865,359,Hit,0.05744,,
8864,16150,Hit,2.584,,
392,9188,Hit,1.47008,,
134,1460,Hit,0.2336,,
393,9844,Hit,1.57504,,
394,1665,Hit,0.2664,,
396,7871,Hit,1.25936,,
399,1977,Hit,0.31632,,
395,1168,Hit,0.18688,,
203,3770,Hit,0.6032,,
204,68,Hit,0.01088,,
205,7454,Hit,1.19264,,
206,40773,Hit,6.52368,,
468,6540,Hit,1.0464,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
1628,2004,Hit,0.32064,,
7001,1651,Hit,0.26416,,
9125,550,Hit,0.088,,
9125,550,Hit,0.088,,
9126,165,Hit,0.0264,,
9126,165,Hit,0.0264,,
134,3770,Hit,0.6032,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
5578,4268,Hit,0.68288,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
6999,34866,Hit,5.57856,,
470,166,Hit,0.02656,,
472,9995,Hit,1.5992,,
134,3770,Hit,0.6032,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
2531,155,Hit,0.0248,,
2530,1909,Hit,0.30544,,
2532,1018,Hit,0.16288,,
2588,1006,Hit,0.16096,,
2589,1006,Hit,0.16096,,
2533,4501,Hit,0.72016,,
2535,1006,Hit,0.16096,,
2536,155,Hit,0.0248,,
2534,1006,Hit,0.16096,,
2537,1018,Hit,0.16288,,
2535,1006,Hit,0.16096,,
2538,1008,Hit,0.16128,,
2537,1018,Hit,0.16288,,
2534,1006,Hit,0.16096,,
2536,155,Hit,0.0248,,
134,3770,Hit,0.6032,,
2,40773,Hit,6.52368,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
468,6540,Hit,1.0464,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
204,68,Hit,0.01088,,
406,6009,Hit,0.96144,,
2822,2337,Hit,0.37392,,
134,3770,Hit,0.6032,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
468,6540,Hit,1.0464,,
204,68,Hit,0.01088,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
406,6107,Hit,0.97712,,
541,2295,Hit,0.3672,,
2716,4629,Hit,0.74064,,
3740,1431,Hit,0.22896,,
3741,3222,Hit,0.51552,,
145,3052,Hit,0.48832,,
2310,1637,Hit,0.26192,,
4473,884,Hit,0.14144,,
4474,43,Hit,0.00688,,
4474,43,Hit,0.00688,,
4474,43,Hit,0.00688,,
4476,1207,Hit,0.19312,,
4483,124,Hit,0.01984,,
4466,841,Hit,0.13456,,
4484,672,Hit,0.10752,,
4479,846,Hit,0.13536,,
4480,1257,Hit,0.20112,,
4477,415,Hit,0.0664,,
4445,397,Hit,0.06352,,
4457,1365,Hit,0.2184,,
4446,35,Hit,0.0056,,
4478,992,Hit,0.15872,,
4444,43,Hit,0.00688,,
4492,2048,Hit,0.32768,,
4444,43,Hit,0.00688,,
4475,171,Hit,0.02736,,
4487,2273,Hit,0.36368,,
4496,242,Hit,0.03872,,
4488,338,Hit,0.05408,,
4495,833,Hit,0.13328,,
4494,2207,Hit,0.35312,,
4482,269,Hit,0.04304,,
4489,1292,Hit,0.20672,,
4490,281,Hit,0.04496,,
9254,43,Hit,0.00688,,
9268,4409,Hit,0.70544,,
9269,4256,Hit,0.68096,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
1471,1447,Hit,0.23152,,
1472,4948,Hit,0.79168,,
1474,3524,Hit,0.56384,,
1473,1103,Hit,0.17648,,
1475,897,Hit,0.14352,,
1476,1490,Hit,0.2384,,
1477,1138,Hit,0.18208,,
1481,1503,Hit,0.24048,,
1479,1473,Hit,0.23568,,
1478,3391,Hit,0.54256,,
1480,908,Hit,0.14528,,
1482,1524,Hit,0.24384,,
1483,83179,Hit,13.3086,,
477,3770,Hit,0.6032,,
480,7454,Hit,1.19264,,
479,68,Hit,0.01088,,
478,40773,Hit,6.52368,,
468,6540,Hit,1.0464,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
204,68,Hit,0.01088,,
2989,5501,Hit,0.88016,,
5285,2712,Hit,0.43392,,
134,3770,Hit,0.6032,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
134,3770,Hit,0.6032,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
2,40773,Hit,6.52368,,
141,1513,Hit,0.24208,,
143,577,Hit,0.09232,,
142,12215,Hit,1.9544,,
9378,2371,Hit,0.37936,,
144,2598,Hit,0.41568,,
145,3052,Hit,0.48832,,
1228,1180,Hit,0.1888,,
1229,2027,Hit,0.32432,,
1230,23254,Hit,3.72064,,
406,6187,Hit,0.98992,,
2822,2397,Hit,0.38352,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
141,1513,Hit,0.24208,,
143,577,Hit,0.09232,,
142,12215,Hit,1.9544,,
144,2598,Hit,0.41568,,
145,3052,Hit,0.48832,,
2310,1637,Hit,0.26192,,
203,1460,Hit,0.2336,,
7023,1087,Hit,0.17392,,
7022,514,Hit,0.08224,,
7024,777,Hit,0.12432,,
7025,2255,Hit,0.3608,,
7027,1764,Hit,0.28224,,
7029,3659,Hit,0.58544,,
7030,3129,Hit,0.50064,,
7037,966,Hit,0.15456,,
7036,2743,Hit,0.43888,,
8218,77,Hit,0.01232,,
8220,186,Hit,0.02976,,
8222,885,Hit,0.1416,,
8221,1032,Hit,0.16512,,
8223,2925,Hit,0.468,,
8231,3256,Hit,0.52096,,
8224,1874,Hit,0.29984,,
8240,2788,Hit,0.44608,,
8227,2090,Hit,0.3344,,
8249,2458,Hit,0.39328,,
8238,2650,Hit,0.424,,
8225,2220,Hit,0.3552,,
8239,208,Hit,0.03328,,
8242,1534,Hit,0.24544,,
8244,254,Hit,0.04064,,
8250,3687,Hit,0.58992,,
8246,9533,Hit,1.52528,,
8235,1731,Hit,0.27696,,
8226,2289,Hit,0.36624,,
8229,1728,Hit,0.27648,,
8232,2788,Hit,0.44608,,
8234,27313,Hit,4.37008,,
8248,1961,Hit,0.31376,,
8245,1909,Hit,0.30544,,
8247,7665,Hit,1.2264,,
8236,6579,Hit,1.05264,,
8241,1789,Hit,0.28624,,
8228,2678,Hit,0.42848,,
8252,831,Hit,0.13296,,
8233,18980,Hit,3.0368,,
8253,2647,Hit,0.42352,,
8260,2860,Hit,0.4576,,
8254,2425,Hit,0.388,,
8261,10639,Hit,1.70224,,
8263,6999,Hit,1.11984,,
8257,6802,Hit,1.08832,,
8258,28167,Hit,4.50672,,
8256,4829,Hit,0.77264,,
134,3770,Hit,0.6032,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
134,3770,Hit,0.6032,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
1,7454,Hit,1.19264,,
468,6540,Hit,1.0464,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
204,68,Hit,0.01088,,
574,4370,Hit,0.6992,,
2995,4245,Hit,0.6792,,
9464,620035,Hit,99.2056,,
9464,620035,Hit,99.2056,,
134,3770,Hit,0.6032,,
574,4370,Hit,0.6992,,
2995,4245,Hit,0.6792,,
574,4370,Hit,0.6992,,
2995,4245,Hit,0.6792,,
134,3770,Hit,0.6032,,
2,40773,Hit,6.52368,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
141,1513,Hit,0.24208,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
144,2598,Hit,0.41568,,
145,3052,Hit,0.48832,,
2311,1243,Hit,0.19888,,
7023,1087,Hit,0.17392,,
7024,777,Hit,0.12432,,
7022,514,Hit,0.08224,,
7025,2255,Hit,0.3608,,
8271,168,Hit,0.02688,,
7029,3659,Hit,0.58544,,
7030,2582,Hit,0.41312,,
7027,1764,Hit,0.28224,,
7031,6011,Hit,0.96176,,
7037,966,Hit,0.15456,,
7036,2743,Hit,0.43888,,
9470,9849,Hit,1.57584,,
9470,9849,Hit,1.57584,,
496,5038,Hit,0.80608,,
497,357,Hit,0.05712,,
2896,2122,Hit,0.33952,,
2892,1322,Hit,0.21152,,
2891,1862,Hit,0.29792,,
9404,286,Hit,0.04576,,
9403,19326,Hit,3.09216,,
7049,574,Hit,0.09184,,
7050,198,Hit,0.03168,,
7054,9294,Hit,1.48704,,
7052,8766,Hit,1.40256,,
7053,2134,Hit,0.34144,,
7055,5208,Hit,0.83328,,
7056,2549,Hit,0.40784,,
7062,1231,Hit,0.19696,,
7063,1534,Hit,0.24544,,
7059,474,Hit,0.07584,,
7066,5909,Hit,0.94544,,
7068,99,Hit,0.01584,,
7069,829,Hit,0.13264,,
134,3770,Hit,0.6032,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
6008,2362,Hit,0.37792,,
6004,2053,Hit,0.32848,,
6003,3749,Hit,0.59984,,
1642,43,Hit,0.00688,,
6007,921,Hit,0.14736,,
6009,4929,Hit,0.78864,,
1640,3321,Hit,0.53136,,
496,5038,Hit,0.80608,,
497,357,Hit,0.05712,,
2896,2122,Hit,0.33952,,
2892,1322,Hit,0.21152,,
2891,1862,Hit,0.29792,,
9476,961,Hit,0.15376,,
398,3298,Hit,0.52768,,
203,3770,Hit,0.6032,,
204,68,Hit,0.01088,,
205,7454,Hit,1.19264,,
206,40773,Hit,6.52368,,
7022,514,Hit,0.08224,,
7024,777,Hit,0.12432,,
7023,1087,Hit,0.17392,,
7025,2255,Hit,0.3608,,
7029,3659,Hit,0.58544,,
7030,2582,Hit,0.41312,,
7031,6011,Hit,0.96176,,
7027,1764,Hit,0.28224,,
9391,1363,Hit,0.21808,,
9467,3128,Hit,0.50048,,
7037,966,Hit,0.15456,,
7036,2743,Hit,0.43888,,
8274,7456,Hit,1.19296,,
8271,168,Hit,0.02688,,
8277,365,Hit,0.0584,,
9389,1107,Hit,0.17712,,
8275,1131,Hit,0.18096,,
8276,146,Hit,0.02336,,
7028,320,Hit,0.0512,,
8278,351,Hit,0.05616,,
203,3770,Hit,0.6032,,
468,6540,Hit,1.0464,,
145,3052,Hit,0.48832,,
2309,1863,Hit,0.29808,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
1,7454,Hit,1.19264,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
9611,6446,Hit,1.03136,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
141,1513,Hit,0.24208,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
144,2598,Hit,0.41568,,
145,3052,Hit,0.48832,,
7020,3626,Hit,0.58016,,
393,9844,Hit,1.57504,,
399,1977,Hit,0.31632,,
395,1168,Hit,0.18688,,
396,7871,Hit,1.25936,,
394,1665,Hit,0.2664,,
398,3298,Hit,0.52768,,
772,2902,Hit,0.46432,,
2949,8378,Hit,1.34048,,
771,2698,Hit,0.43168,,
781,213,Hit,0.03408,,
782,807,Hit,0.12912,,
134,3770,Hit,0.6032,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
141,1513,Hit,0.24208,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
144,2598,Hit,0.41568,,
145,3052,Hit,0.48832,,
2825,13387,Hit,2.14192,,
134,3770,Hit,0.6032,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
496,5038,Hit,0.80608,,
497,357,Hit,0.05712,,
2896,2122,Hit,0.33952,,
2891,1862,Hit,0.29792,,
9476,961,Hit,0.15376,,
1509,465,Hit,0.0744,,
1510,1862,Hit,0.29792,,
904,4964,Hit,0.79424,,
9695,3389,Hit,0.54224,,
9701,1671,Hit,0.26736,,
9702,7050,Hit,1.128,,
9705,333,Hit,0.05328,,
9710,1036,Hit,0.16576,,
9715,49,Hit,0.00784,,
9724,595,Hit,0.0952,,
9724,595,Hit,0.0952,,
9724,595,Hit,0.0952,,
9724,595,Hit,0.0952,,
2121,8455,Hit,1.3528,,
2124,799,Hit,0.12784,,
2123,1343,Hit,0.21488,,
2127,1450,Hit,0.232,,
2126,468,Hit,0.07488,,
9748,8006,Hit,1.28096,,
2131,7869,Hit,1.25904,,
3973,8646,Hit,1.38336,,
1472,4948,Hit,0.79168,,
1478,3391,Hit,0.54256,,
3335,1444,Hit,0.23104,,
203,3770,Hit,0.6032,,
468,6540,Hit,1.0464,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
145,3052,Hit,0.48832,,
2825,13990,Hit,2.2384,,
2309,1863,Hit,0.29808,,
134,2920,Hit,0.4672,,
203,3770,Hit,0.6032,,
204,68,Hit,0.01088,,
206,40773,Hit,6.52368,,
205,7454,Hit,1.19264,,
468,6540,Hit,1.0464,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
2827,641,Hit,0.10256,,
7131,6616,Hit,1.05856,,
2831,30924,Hit,4.94784,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
468,6540,Hit,1.0464,,
143,577,Hit,0.09232,,
142,12215,Hit,1.9544,,
204,68,Hit,0.01088,,
406,6107,Hit,0.97712,,
5547,1681,Hit,0.26896,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
1,7454,Hit,1.19264,,
406,6107,Hit,0.97712,,
5547,1681,Hit,0.26896,,
398,3298,Hit,0.52768,,
898,1435,Hit,0.2296,,
772,2902,Hit,0.46432,,
9835,43,Hit,0.00688,,
9843,43,Hit,0.00688,,
9843,43,Hit,0.00688,,
9845,43,Hit,0.00688,,
9845,43,Hit,0.00688,,
9845,43,Hit,0.00688,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
1,7454,Hit,1.19264,,
271,15430,Hit,2.4688,,
274,4948,Hit,0.79168,,
272,1447,Hit,0.23152,,
273,3524,Hit,0.56384,,
275,1103,Hit,0.17648,,
276,897,Hit,0.14352,,
278,1490,Hit,0.2384,,
277,1138,Hit,0.18208,,
279,3391,Hit,0.54256,,
280,1473,Hit,0.23568,,
282,908,Hit,0.14528,,
281,1503,Hit,0.24048,,
283,1524,Hit,0.24384,,
284,83179,Hit,13.3086,,
5767,2290,Hit,0.3664,,
5768,12537,Hit,2.00592,,
5769,992,Hit,0.15872,,
5770,1113,Hit,0.17808,,
5771,131,Hit,0.02096,,
5772,12169,Hit,1.94704,,
5773,131,Hit,0.02096,,
5774,1281,Hit,0.20496,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
3254,3082,Hit,0.49312,,
3256,1724,Hit,0.27584,,
3257,207,Hit,0.03312,,
9923,883,Hit,0.14128,,
3257,207,Hit,0.03312,,
2292,2231,Hit,0.35696,,
496,5038,Hit,0.80608,,
497,357,Hit,0.05712,,
390,111,Hit,0.01776,,
2121,8455,Hit,1.3528,,
398,3298,Hit,0.52768,,
898,1435,Hit,0.2296,,
772,2902,Hit,0.46432,,
6011,223,Hit,0.03568,,
6013,3643,Hit,0.58288,,
1642,43,Hit,0.00688,,
6012,2124,Hit,0.33984,,
477,3770,Hit,0.6032,,
479,68,Hit,0.01088,,
480,7454,Hit,1.19264,,
478,40773,Hit,6.52368,,
468,6540,Hit,1.0464,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
204,68,Hit,0.01088,,
145,3052,Hit,0.48832,,
2825,13787,Hit,2.20592,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
1,7454,Hit,1.19264,,
468,6540,Hit,1.0464,,
142,12215,Hit,1.9544,,
204,68,Hit,0.01088,,
143,577,Hit,0.09232,,
2827,641,Hit,0.10256,,
206,40773,Hit,6.52368,,
7418,4279,Hit,0.68464,,
2831,27899,Hit,4.46384,,
7976,852,Hit,0.13632,,
2541,6203,Hit,0.99248,,
496,5038,Hit,0.80608,,
497,357,Hit,0.05712,,
9950,417,Hit,0.06672,,
9950,417,Hit,0.06672,,
542,49,Hit,0.00784,,
542,49,Hit,0.00784,,
542,49,Hit,0.00784,,
3049,2220,Hit,0.3552,,
3050,453,Hit,0.07248,,
2827,641,Hit,0.10256,,
206,40773,Hit,6.52368,,
2835,1947,Hit,0.31152,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
1241,1853,Hit,0.29648,,
406,6602,Hit,1.05632,,
2908,4154,Hit,0.66464,,
2911,2001,Hit,0.32016,,
134,3770,Hit,0.6032,,
2,40773,Hit,6.52368,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
1228,1180,Hit,0.1888,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
1229,2027,Hit,0.32432,,
1230,23254,Hit,3.72064,,
406,6602,Hit,1.05632,,
541,2295,Hit,0.3672,,
814,2398,Hit,0.38368,,
810,2330,Hit,0.3728,,
811,1682,Hit,0.26912,,
818,878,Hit,0.14048,,
821,477,Hit,0.07632,,
823,494,Hit,0.07904,,
809,43,Hit,0.00688,,
819,471,Hit,0.07536,,
822,1868,Hit,0.29888,,
815,2448,Hit,0.39168,,
816,154,Hit,0.02464,,
820,127,Hit,0.02032,,
817,389,Hit,0.06224,,
868,36,Hit,0.00576,,
863,36,Hit,0.00576,,
869,1868,Hit,0.29888,,
864,494,Hit,0.07904,,
868,36,Hit,0.00576,,
868,36,Hit,0.00576,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
468,6540,Hit,1.0464,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
204,68,Hit,0.01088,,
574,4364,Hit,0.69824,,
576,2998,Hit,0.47968,,
566,515,Hit,0.0824,,
564,115,Hit,0.0184,,
563,509,Hit,0.08144,,
565,130,Hit,0.0208,,
6046,927,Hit,0.14832,,
7416,1505,Hit,0.2408,,
575,406,Hit,0.06496,,
576,2998,Hit,0.47968,,
6046,927,Hit,0.14832,,
7417,626,Hit,0.10016,,
575,406,Hit,0.06496,,
8577,904,Hit,0.14464,,
160,489,Hit,0.07824,,
161,5627,Hit,0.90032,,
161,5627,Hit,0.90032,,
165,60,Hit,0.0096,,
167,174,Hit,0.02784,,
134,3770,Hit,0.6032,,
468,6540,Hit,1.0464,,
2989,5501,Hit,0.88016,,
161,5627,Hit,0.90032,,
161,5627,Hit,0.90032,,
159,495,Hit,0.0792,,
160,489,Hit,0.07824,,
161,5627,Hit,0.90032,,
162,8609,Hit,1.37744,,
10033,230,Hit,0.0368,,
10034,6097,Hit,0.97552,,
165,60,Hit,0.0096,,
167,174,Hit,0.02784,,
10035,47785,Hit,7.6456,,
10042,29606,Hit,4.73696,,
134,3770,Hit,0.6032,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
2,40773,Hit,6.52368,,
468,6540,Hit,1.0464,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
204,68,Hit,0.01088,,
574,4364,Hit,0.69824,,
575,406,Hit,0.06496,,
1227,2240,Hit,0.3584,,
575,406,Hit,0.06496,,
1227,2240,Hit,0.3584,,
1227,2266,Hit,0.36256,,
1227,2265,Hit,0.3624,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
134,3770,Hit,0.6032,,
0,68,Hit,0.01088,,
1,7454,Hit,1.19264,,
2,40773,Hit,6.52368,,
391,1649,Hit,0.26384,,
10072,21708,Hit,3.47328,,
10113,1510,Hit,0.2416,,
10114,1326,Hit,0.21216,,
10112,1415,Hit,0.2264,,
134,3770,Hit,0.6032,,
2,40773,Hit,6.52368,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
1470,15548,Hit,2.48768,,
1472,4948,Hit,0.79168,,
1474,3524,Hit,0.56384,,
1471,1447,Hit,0.23152,,
1473,1103,Hit,0.17648,,
1475,897,Hit,0.14352,,
1476,1490,Hit,0.2384,,
1477,1138,Hit,0.18208,,
1478,3391,Hit,0.54256,,
1479,1473,Hit,0.23568,,
1480,908,Hit,0.14528,,
1482,1524,Hit,0.24384,,
1481,1503,Hit,0.24048,,
1483,83179,Hit,13.3086,,
274,4948,Hit,0.79168,,
1483,83179,Hit,13.3086,,
1481,1503,Hit,0.24048,,
1481,1503,Hit,0.24048,,
1480,908,Hit,0.14528,,
1482,1524,Hit,0.24384,,
1483,83179,Hit,13.3086,,
2559,2309,Hit,0.36944,,
2560,1516,Hit,0.24256,,
2561,1628,Hit,0.26048,,
2562,4202,Hit,0.67232,,
2563,125,Hit,0.02,,
2564,204,Hit,0.03264,,
2565,245,Hit,0.0392,,
2571,130,Hit,0.0208,,
2566,116,Hit,0.01856,,
2567,228,Hit,0.03648,,
2569,141,Hit,0.02256,,
2568,193,Hit,0.03088,,
2570,175,Hit,0.028,,
2572,25329,Hit,4.05264,,
2573,4608,Hit,0.73728,,
2530,1909,Hit,0.30544,,
2531,155,Hit,0.0248,,
2532,1018,Hit,0.16288,,
2588,1006,Hit,0.16096,,
2589,1006,Hit,0.16096,,
9134,1008,Hit,0.16128,,
2535,1006,Hit,0.16096,,
2534,1006,Hit,0.16096,,
2536,155,Hit,0.0248,,
2537,1018,Hit,0.16288,,
2538,1008,Hit,0.16128,,
134,3770,Hit,0.6032,,
2,40773,Hit,6.52368,,
1,7454,Hit,1.19264,,
0,68,Hit,0.01088,,
468,6540,Hit,1.0464,,
142,12215,Hit,1.9544,,
143,577,Hit,0.09232,,
204,68,Hit,0.01088,,
145,3052,Hit,0.48832,,
2311,1243,Hit,0.19888,,
2825,13787,Hit,2.20592,,
8871,80,Hit,0.0128,,
8874,6972,Hit,1.11552,,
8872,1578,Hit,0.25248,,
8873,2270,Hit,0.3632,,
3600,16399,Hit,2.62384,,
8882,616,Hit,0.09856,,
8881,3111,Hit,0.49776,,
8883,8310,Hit,1.3296,,
8885,1207,Hit,0.19312,,
3606,6205,Hit,0.9928,,
8887,5087,Hit,0.81392,,
8884,3196,Hit,0.51136,,
8884,3196,Hit,0.51136,,
8884,3196,Hit,0.51136,,
8884,3193,Hit,0.51088,,
8884,3193,Hit,0.51088,,
8884,3193,Hit,0.51088,,
8884,3193,Hit,0.51088,,
